,time,open,high,low,close,volume,ticker
67,2014-08-21,8560,8610,8500,8560,211340,CTG
68,2014-08-22,8560,8610,8560,8560,325950,CTG
69,2014-08-25,8610,8670,8610,8610,377990,CTG
70,2014-08-26,8610,8670,8560,8670,223200,CTG
71,2014-08-27,8610,8670,8560,8560,210550,CTG
72,2014-08-28,8610,8670,8560,8610,180230,CTG
73,2014-08-29,8670,9030,8670,8730,2808010,CTG
74,2014-09-03,8910,9030,8910,8970,1229060,CTG
75,2014-09-04,8910,8970,8790,8790,201170,CTG
76,2014-09-05,8790,8850,8730,8790,369190,CTG
77,2014-09-08,8790,8850,8730,8730,385630,CTG
78,2014-09-09,8730,8790,8560,8610,651620,CTG
79,2014-09-10,8670,8670,8560,8610,299570,CTG
80,2014-09-11,8610,8610,8560,8610,225600,CTG
81,2014-09-12,8610,8730,8610,8610,304830,CTG
82,2014-09-15,8610,8670,8560,8610,223240,CTG
83,2014-09-16,8560,8610,8500,8610,428090,CTG
84,2014-09-17,8610,8670,8560,8610,492400,CTG
85,2014-09-18,8560,8610,8560,8560,340060,CTG
86,2014-09-19,8560,8610,8560,8560,515740,CTG
87,2014-09-22,8560,8670,8560,8560,353380,CTG
88,2014-09-23,8560,8670,8560,8610,456610,CTG
89,2014-09-24,8610,8670,8610,8610,514550,CTG
90,2014-09-25,8560,8670,8560,8610,557480,CTG
91,2014-09-26,8670,8670,8560,8610,383720,CTG
92,2014-09-29,8610,8610,8560,8560,236700,CTG
93,2014-09-30,8560,8610,8500,8500,275270,CTG
94,2014-10-01,8610,8610,8500,8500,253820,CTG
95,2014-10-02,8560,8670,8500,8670,485150,CTG
96,2014-10-03,8610,8670,8560,8610,125140,CTG
97,2014-10-06,8610,8610,8560,8610,181140,CTG
98,2014-10-07,8610,8670,8560,8610,287600,CTG
99,2014-10-08,8610,8670,8560,8610,361860,CTG
100,2014-10-09,8560,8670,8560,8560,139960,CTG
101,2014-10-10,8610,8670,8560,8610,213050,CTG
102,2014-10-13,8610,8610,8500,8560,165280,CTG
103,2014-10-14,8610,8610,8440,8440,374970,CTG
104,2014-10-15,8500,8560,8440,8560,488280,CTG
105,2014-10-16,8500,8560,8440,8440,337090,CTG
106,2014-10-17,8440,8500,8440,8440,224080,CTG
107,2014-10-20,8500,8500,8440,8440,193160,CTG
108,2014-10-21,8440,8500,8440,8440,261580,CTG
109,2014-10-22,8440,8500,8440,8440,234770,CTG
110,2014-10-23,8440,8500,8380,8440,83760,CTG
111,2014-10-24,8440,8440,8320,8380,436910,CTG
112,2014-10-27,8380,8440,8260,8320,236630,CTG
113,2014-10-28,8320,8380,8260,8260,514620,CTG
114,2014-10-29,8380,8380,8260,8260,560130,CTG
115,2014-10-30,8260,8380,8260,8260,540780,CTG
116,2014-10-31,8260,8670,8200,8670,1091960,CTG
117,2014-11-03,8670,8670,8610,8610,507890,CTG
118,2014-11-04,8610,8670,8560,8610,237890,CTG
119,2014-11-05,8560,8670,8560,8610,191740,CTG
120,2014-11-06,8610,8670,8560,8610,103530,CTG
121,2014-11-07,8670,8670,8560,8610,75820,CTG
122,2014-11-10,8610,8670,8500,8500,325200,CTG
123,2014-11-11,8500,8560,8440,8440,119340,CTG
124,2014-11-12,8500,8560,8440,8500,47750,CTG
125,2014-11-13,8500,8560,8500,8500,37910,CTG
126,2014-11-14,8500,8500,8440,8440,143790,CTG
127,2014-11-17,8440,8500,8380,8440,105000,CTG
128,2014-11-18,8500,8560,8380,8380,198890,CTG
129,2014-11-19,8380,8440,8320,8320,71930,CTG
130,2014-11-20,8320,8440,8320,8380,131480,CTG
131,2014-11-21,8440,8500,8320,8440,89270,CTG
132,2014-11-24,8380,8380,8320,8320,75010,CTG
133,2014-11-25,8380,8440,8320,8320,163850,CTG
134,2014-11-26,8320,8380,8320,8320,87890,CTG
135,2014-11-27,8380,8380,8260,8320,155020,CTG
136,2014-11-28,8320,8380,8260,8260,222420,CTG
137,2014-12-01,8320,8380,8260,8260,229340,CTG
138,2014-12-02,8320,8320,8260,8260,228410,CTG
139,2014-12-03,8260,8380,8200,8260,519090,CTG
140,2014-12-04,8260,8560,8260,8560,490330,CTG
141,2014-12-05,8610,8730,8560,8560,512610,CTG
142,2014-12-08,8500,8500,8380,8500,209000,CTG
143,2014-12-09,8440,8500,8380,8380,322960,CTG
144,2014-12-10,8380,8440,8320,8380,410030,CTG
145,2014-12-11,8380,8440,8380,8380,188440,CTG
146,2014-12-12,8440,8440,8380,8440,73430,CTG
147,2014-12-15,8440,8440,8380,8380,30400,CTG
148,2014-12-16,8380,8380,8260,8260,192150,CTG
149,2014-12-17,8320,8320,8080,8140,584830,CTG
150,2014-12-18,8140,8260,8140,8200,59140,CTG
151,2014-12-19,8200,8260,8140,8200,165770,CTG
152,2014-12-22,8140,8380,8140,8320,112650,CTG
153,2014-12-23,8380,8380,8200,8260,39840,CTG
154,2014-12-24,8380,8380,8140,8140,252400,CTG
155,2014-12-25,8080,8140,8080,8140,215550,CTG
156,2014-12-26,8140,8200,8020,8080,215910,CTG
157,2014-12-29,8140,8140,8020,8080,151140,CTG
158,2014-12-30,8080,8080,8020,8080,140600,CTG
159,2014-12-31,8080,8200,8080,8140,94340,CTG
160,2015-01-05,8140,8260,8140,8200,60490,CTG
161,2015-01-06,8200,8440,8140,8260,125010,CTG
162,2015-01-07,8260,8560,8260,8500,467590,CTG
163,2015-01-08,8440,8500,8320,8320,303670,CTG
164,2015-01-09,8440,8670,8380,8560,867510,CTG
165,2015-01-12,8610,8910,8560,8670,2085400,CTG
166,2015-01-13,8790,9260,8730,9150,1432010,CTG
167,2015-01-14,9260,9380,8910,9090,1305200,CTG
168,2015-01-15,9090,9320,8970,8970,711250,CTG
169,2015-01-16,8970,9150,8850,9030,1185270,CTG
170,2015-01-19,9320,9380,9150,9260,1796540,CTG
171,2015-01-20,9200,9260,9090,9090,414530,CTG
172,2015-01-21,9090,9090,8910,8910,809640,CTG
173,2015-01-22,8910,9500,8790,9500,2685500,CTG
174,2015-01-23,9850,10030,9680,9790,1957260,CTG
175,2015-01-26,9910,10210,9850,10090,2945000,CTG
176,2015-01-27,10090,10500,9910,10330,4379550,CTG
177,2015-01-28,10330,11030,10330,11030,5743830,CTG
178,2015-01-29,11210,11510,10920,11090,4276430,CTG
179,2015-01-30,10920,11030,10500,10620,3180240,CTG
180,2015-02-02,10560,10920,10380,10620,2519910,CTG
181,2015-02-03,10680,10740,9910,9910,3433500,CTG
182,2015-02-04,9620,9740,9260,9560,3613050,CTG
183,2015-02-05,9740,10090,9620,10090,3311850,CTG
184,2015-02-06,10090,10560,10090,10440,3178500,CTG
185,2015-02-09,10380,10740,10330,10500,3786930,CTG
186,2015-02-10,10620,10920,10500,10860,2715190,CTG
187,2015-02-11,10680,10970,10680,10860,2654890,CTG
188,2015-02-12,10860,10970,10500,10560,2652870,CTG
189,2015-02-13,10560,10680,10440,10500,2026230,CTG
190,2015-02-24,10680,11030,10620,10970,1821450,CTG
191,2015-02-25,11090,11510,11090,11090,5562180,CTG
192,2015-02-26,11150,11450,11150,11450,4149580,CTG
193,2015-02-27,11560,11560,11210,11450,4198410,CTG
194,2015-03-02,11330,11390,11090,11270,3074520,CTG
195,2015-03-03,11210,11510,11210,11330,3722080,CTG
196,2015-03-04,11330,11450,11150,11330,2945900,CTG
197,2015-03-05,11390,11450,11090,11090,2596370,CTG
198,2015-03-06,11030,11510,10920,11270,3719690,CTG
199,2015-03-09,11330,11330,11030,11030,1474230,CTG
200,2015-03-10,10970,11210,10970,11090,1198040,CTG
201,2015-03-11,11090,11390,10970,11090,2729100,CTG
202,2015-03-12,11210,11270,11090,11150,1449350,CTG
203,2015-03-13,11270,11390,11210,11270,2384000,CTG
204,2015-03-16,11210,11270,11090,11090,1271600,CTG
205,2015-03-17,11090,11210,11030,11030,1352350,CTG
206,2015-03-18,10970,10970,10680,10740,3107150,CTG
207,2015-03-19,10800,10860,10620,10620,1435880,CTG
208,2015-03-20,10620,10740,10560,10680,1861370,CTG
209,2015-03-23,10740,10800,10380,10380,2208570,CTG
210,2015-03-24,10380,10440,10090,10330,2480420,CTG
211,2015-03-25,10380,10620,10330,10500,1890350,CTG
212,2015-03-26,10380,10740,10380,10440,2959950,CTG
213,2015-03-27,10620,10620,10330,10380,1610890,CTG
214,2015-03-30,10330,10440,10030,10150,1767530,CTG
215,2015-03-31,10090,10330,10090,10210,1826250,CTG
216,2015-04-01,10210,10330,9970,10030,1875640,CTG
217,2015-04-02,10030,10330,9970,10330,1971180,CTG
218,2015-04-03,10330,10440,10270,10270,1682620,CTG
219,2015-04-06,10270,10330,10150,10150,1371940,CTG
220,2015-04-07,10090,10330,10030,10210,4400850,CTG
221,2015-04-08,10330,10380,10150,10210,3135460,CTG
222,2015-04-09,10270,10500,10150,10500,3777930,CTG
223,2015-04-10,10500,10860,10500,10620,3715810,CTG
224,2015-04-13,10680,10740,10500,10680,2438300,CTG
225,2015-04-14,10800,10920,10560,10560,4305010,CTG
226,2015-04-15,10500,10740,10440,10680,2260390,CTG
227,2015-04-16,10680,10860,10620,10860,3375990,CTG
228,2015-04-17,10800,10920,10740,10740,2598370,CTG
229,2015-04-20,10680,10740,10560,10680,1836360,CTG
230,2015-04-21,10740,10860,10620,10620,2514940,CTG
231,2015-04-22,10500,10620,10270,10380,3611600,CTG
232,2015-04-23,10330,10500,10270,10440,1926830,CTG
233,2015-04-24,10380,10560,10380,10440,1127530,CTG
234,2015-04-27,10440,10740,10440,10620,2147400,CTG
235,2015-05-04,10500,10620,10030,10030,2061730,CTG
236,2015-05-05,10030,10500,9970,10440,2319480,CTG
237,2015-05-06,10440,10560,10330,10380,1862860,CTG
238,2015-05-07,10330,10620,10270,10560,812500,CTG
239,2015-05-08,10560,10740,10440,10740,1917700,CTG
240,2015-05-11,10620,10740,10560,10560,531620,CTG
241,2015-05-12,10560,10560,10270,10440,1294400,CTG
242,2015-05-13,10330,10440,10150,10330,974300,CTG
243,2015-05-14,10270,10560,10270,10560,884200,CTG
244,2015-05-15,10560,10560,10270,10270,310460,CTG
245,2015-05-18,10330,10330,9970,9970,1826210,CTG
246,2015-05-19,10030,10210,10030,10210,553960,CTG
247,2015-05-20,10210,10620,10150,10380,1165710,CTG
248,2015-05-21,10330,10620,10330,10500,1532780,CTG
249,2015-05-22,10620,10740,10440,10680,1733660,CTG
250,2015-05-25,10680,10860,10680,10860,1249000,CTG
251,2015-05-26,10800,11150,10800,11090,2748290,CTG
252,2015-05-27,10970,11270,10970,11150,2088700,CTG
253,2015-05-28,11150,11920,11030,11620,2942590,CTG
254,2015-05-29,11620,11800,11450,11510,2915260,CTG
255,2015-06-01,11450,11920,11450,11620,2563900,CTG
256,2015-06-02,11620,11800,11270,11270,3005220,CTG
257,2015-06-03,11210,11450,11090,11090,2400730,CTG
258,2015-06-04,11150,11270,10920,11030,3134610,CTG
259,2015-06-05,11090,11680,11030,11560,1983710,CTG
260,2015-06-08,11680,12040,11680,11740,3490520,CTG
261,2015-06-09,11680,11920,11450,11560,2453280,CTG
262,2015-06-10,11560,11620,11210,11450,2395630,CTG
263,2015-06-11,11510,11620,11330,11390,1632620,CTG
264,2015-06-12,11510,11680,11450,11560,1950860,CTG
265,2015-06-15,11620,12270,11620,12270,4816390,CTG
266,2015-06-16,12390,12570,12150,12150,2937050,CTG
267,2015-06-17,12040,12330,11980,12270,1595450,CTG
268,2015-06-18,12210,12330,12040,12210,1667290,CTG
269,2015-06-19,12330,12510,12210,12270,2629920,CTG
270,2015-06-22,12390,12570,12330,12510,2318820,CTG
271,2015-06-23,12820,12880,12630,12760,3156940,CTG
272,2015-06-24,12760,12760,12510,12570,3586680,CTG
273,2015-06-25,12510,12570,12320,12320,3857340,CTG
274,2015-06-26,12320,12380,11890,11890,3404590,CTG
275,2015-06-29,11700,12010,11640,12010,2102880,CTG
276,2015-06-30,11890,12140,11830,11890,1842780,CTG
277,2015-07-01,11830,11890,11460,11640,3646570,CTG
278,2015-07-02,11520,12380,11520,12260,4173150,CTG
279,2015-07-03,12380,12940,12380,12450,4068250,CTG
280,2015-07-06,12510,12690,12380,12570,3852320,CTG
281,2015-07-07,12570,13310,12320,12880,5002440,CTG
282,2015-07-08,13000,13440,12630,13130,5140610,CTG
283,2015-07-09,12940,13190,12760,13000,2720190,CTG
284,2015-07-10,13190,13810,13130,13810,5603650,CTG
285,2015-07-13,13810,14430,13690,14240,3761920,CTG
286,2015-07-14,14240,14370,13750,14060,3737550,CTG
287,2015-07-15,14060,14240,13620,13620,8953790,CTG
288,2015-07-16,13380,13560,13190,13380,5208580,CTG
289,2015-07-17,13440,13750,13380,13500,2211460,CTG
290,2015-07-20,13310,13810,13190,13750,3056220,CTG
291,2015-07-21,13750,14060,13620,13750,4134150,CTG
292,2015-07-22,13750,14240,13620,14240,3956220,CTG
293,2015-07-23,14300,14550,14120,14120,5116250,CTG
294,2015-07-24,14060,14180,13930,14060,2210800,CTG
295,2015-07-27,13990,14430,13990,14240,2852930,CTG
296,2015-07-28,14240,14490,14240,14240,4370370,CTG
297,2015-07-29,14240,14370,13930,13930,3538220,CTG
298,2015-07-30,13990,14180,13810,14120,2077440,CTG
299,2015-07-31,14240,14300,13930,13930,2175520,CTG
300,2015-08-03,13810,13930,13500,13690,3681980,CTG
301,2015-08-04,13690,13810,13500,13500,1873320,CTG
302,2015-08-05,13560,13810,13560,13690,1402730,CTG
303,2015-08-06,13810,13810,13310,13380,1634990,CTG
304,2015-08-07,13380,13440,13190,13310,1793590,CTG
305,2015-08-10,13310,13620,13310,13560,1107160,CTG
306,2015-08-11,13620,13990,13500,13620,2263780,CTG
307,2015-08-12,13560,13620,13310,13440,1848380,CTG
308,2015-08-13,13440,13440,12940,13070,2008760,CTG
309,2015-08-14,13000,13130,12690,12820,1259280,CTG
310,2015-08-17,12760,12880,11950,11950,3234770,CTG
311,2015-08-18,11890,12380,11890,12380,2154410,CTG
312,2015-08-19,12260,12630,12080,12260,1156260,CTG
313,2015-08-20,12200,12320,11950,11950,1576460,CTG
314,2015-08-21,11700,11770,11150,11640,4507110,CTG
315,2015-08-24,11580,11580,10840,10840,4033750,CTG
316,2015-08-25,10650,11150,10650,11080,2225480,CTG
317,2015-08-26,11020,11580,11020,11580,2015290,CTG
318,2015-08-27,11580,12380,11580,12010,3333470,CTG
319,2015-08-28,12320,12380,12080,12320,2698450,CTG
320,2015-08-31,12320,12380,11950,11950,2893780,CTG
321,2015-09-01,12080,12080,11770,11830,1983550,CTG
322,2015-09-03,11770,11950,11700,11890,2262090,CTG
323,2015-09-04,11890,12080,11890,11950,1022830,CTG
324,2015-09-07,12010,12200,11950,12010,1195190,CTG
325,2015-09-08,12010,12690,11950,12630,5622950,CTG
326,2015-09-09,13000,13070,12690,12690,2742100,CTG
327,2015-09-10,12450,12760,12450,12570,1936800,CTG
328,2015-09-11,12570,12630,12260,12320,1932700,CTG
329,2015-09-14,12570,12880,12380,12380,2589220,CTG
330,2015-09-15,12380,12630,12320,12320,2118080,CTG
331,2015-09-16,12320,12380,12080,12200,1387360,CTG
332,2015-09-17,12200,12260,11950,11950,1488950,CTG
333,2015-09-18,12320,12450,12200,12380,2477510,CTG
334,2015-09-21,12380,12570,12380,12510,2274340,CTG
335,2015-09-22,12510,12630,12320,12380,1240520,CTG
336,2015-09-23,12320,12510,12260,12510,1477530,CTG
337,2015-09-24,12570,12820,12570,12630,4264220,CTG
338,2015-09-25,12690,12690,12450,12570,1390470,CTG
339,2015-09-28,12510,12570,12380,12380,1428010,CTG
340,2015-09-29,12010,12260,12010,12200,2922080,CTG
341,2015-09-30,12260,12320,12140,12140,780510,CTG
342,2015-10-01,12200,12200,12080,12140,626890,CTG
343,2015-10-02,12200,12200,12010,12080,780570,CTG
344,2015-10-05,12200,12450,12140,12380,1129910,CTG
345,2015-10-06,12570,12630,12450,12570,3176750,CTG
346,2015-10-07,12570,12630,12380,12380,1649740,CTG
347,2015-10-08,12380,12630,12320,12570,3609910,CTG
348,2015-10-09,12690,12820,12630,12630,3440530,CTG
349,2015-10-12,12570,12760,12570,12630,2117090,CTG
350,2015-10-13,12570,12630,12510,12630,945280,CTG
351,2015-10-14,12630,12630,12510,12510,1604230,CTG
352,2015-10-15,12570,12880,12510,12820,4435440,CTG
353,2015-10-16,12880,13250,12880,13070,5436700,CTG
354,2015-10-19,13000,13250,12940,13130,1986760,CTG
355,2015-10-20,13130,13130,12760,12940,2264460,CTG
356,2015-10-21,12880,13000,12760,12880,2161940,CTG
357,2015-10-22,12820,12940,12760,12880,793320,CTG
358,2015-10-23,13000,13190,12880,13070,2182270,CTG
359,2015-10-26,13190,13190,12940,12940,1456540,CTG
360,2015-10-27,12940,13000,12820,12940,1027720,CTG
361,2015-10-28,12940,12940,12820,12820,1329310,CTG
362,2015-10-29,12880,13000,12760,12940,1719090,CTG
363,2015-10-30,12940,13070,12880,12880,1748110,CTG
364,2015-11-02,12880,13000,12820,12940,1353930,CTG
365,2015-11-03,12940,13000,12820,13000,1116870,CTG
366,2015-11-04,13000,13130,12880,12940,1402290,CTG
367,2015-11-05,12820,12940,12820,12940,1007490,CTG
368,2015-11-06,12880,12940,12690,12880,1208400,CTG
369,2015-11-09,12880,12940,12760,12820,716880,CTG
370,2015-11-10,12690,12760,12570,12570,1068830,CTG
371,2015-11-11,12510,12690,12510,12570,1086670,CTG
372,2015-11-12,12510,12760,12450,12760,1434490,CTG
373,2015-11-13,12630,12760,12510,12760,887880,CTG
374,2015-11-16,12690,12690,12450,12570,429910,CTG
375,2015-11-17,12510,12570,12450,12450,930680,CTG
376,2015-11-18,12450,12510,12380,12380,506460,CTG
377,2015-11-19,12510,12510,12320,12320,554600,CTG
378,2015-11-20,12320,12380,12260,12320,781130,CTG
379,2015-11-23,12450,12450,12200,12200,537990,CTG
380,2015-11-24,12140,12200,12010,12140,970280,CTG
381,2015-11-25,12140,12140,11950,12140,682440,CTG
382,2015-11-26,12080,12080,11950,12080,588680,CTG
383,2015-11-27,11950,12080,11830,11830,644630,CTG
384,2015-11-30,11770,11770,11150,11390,871270,CTG
385,2015-12-01,11390,11520,11270,11330,576900,CTG
386,2015-12-02,11390,11580,11390,11520,809600,CTG
387,2015-12-03,11520,11580,11460,11520,202200,CTG
388,2015-12-04,11520,11520,11330,11390,849460,CTG
389,2015-12-07,11460,11460,11210,11270,286410,CTG
390,2015-12-08,11210,11640,11080,11580,1018460,CTG
391,2015-12-09,11640,11640,11390,11390,281150,CTG
392,2015-12-10,11460,11460,11150,11210,647590,CTG
393,2015-12-11,11210,11330,11150,11150,497990,CTG
394,2015-12-14,11080,11270,10960,10960,382340,CTG
395,2015-12-15,11020,11270,10960,11270,610350,CTG
396,2015-12-16,11330,11580,11270,11460,655480,CTG
397,2015-12-17,11580,11830,11520,11640,744030,CTG
398,2015-12-18,11580,11640,11460,11460,535760,CTG
399,2015-12-21,11460,11460,11330,11460,440600,CTG
400,2015-12-22,11390,11580,11330,11330,426610,CTG
401,2015-12-23,11330,11390,11210,11210,556450,CTG
402,2015-12-24,11330,11330,11210,11210,194940,CTG
403,2015-12-25,11270,11330,11150,11210,286400,CTG
404,2015-12-28,11210,11390,11150,11210,395650,CTG
405,2015-12-29,11210,11460,11080,11460,604950,CTG
406,2015-12-30,11520,11580,11390,11520,638890,CTG
407,2015-12-31,11580,11580,11390,11520,407840,CTG
408,2016-01-04,11460,11520,11210,11330,404050,CTG
409,2016-01-05,11210,11330,11150,11210,319920,CTG
410,2016-01-06,11210,11390,11210,11330,544940,CTG
411,2016-01-07,11210,11390,11020,11210,1592360,CTG
412,2016-01-08,11150,11150,10960,10960,992590,CTG
413,2016-01-11,10960,11080,10900,10960,667790,CTG
414,2016-01-12,10960,11080,10900,11020,591100,CTG
415,2016-01-13,11080,11150,10960,10960,458080,CTG
416,2016-01-14,10960,10960,10710,10960,853540,CTG
417,2016-01-15,10960,11020,10770,10900,648830,CTG
418,2016-01-18,10650,10650,10160,10400,1397320,CTG
419,2016-01-19,10340,10770,10340,10770,1027250,CTG
420,2016-01-20,10710,10710,10470,10470,608350,CTG
421,2016-01-21,10400,10530,10090,10160,1144260,CTG
422,2016-01-22,10160,10220,9780,9970,874560,CTG
423,2016-01-25,10220,10650,10220,10650,879160,CTG
424,2016-01-26,10530,10770,10400,10770,974540,CTG
425,2016-01-27,10770,11020,10770,10840,390160,CTG
426,2016-01-28,10840,10900,10650,10650,168290,CTG
427,2016-01-29,10650,10710,10530,10650,220720,CTG
428,2016-02-01,10900,10900,10590,10590,325280,CTG
429,2016-02-02,10590,10770,10530,10590,163090,CTG
430,2016-02-03,10470,10590,10340,10530,182840,CTG
431,2016-02-04,10650,10650,10530,10650,242050,CTG
432,2016-02-05,10650,10710,10650,10650,223150,CTG
433,2016-02-15,10470,10710,10470,10650,153830,CTG
434,2016-02-16,10650,10710,10590,10590,168880,CTG
435,2016-02-17,10590,10650,10530,10590,264310,CTG
436,2016-02-18,10590,10770,10530,10770,462570,CTG
437,2016-02-19,10710,10770,10650,10650,464980,CTG
438,2016-02-22,10710,10770,10530,10650,798720,CTG
439,2016-02-23,10710,10770,10590,10590,547820,CTG
440,2016-02-24,10530,11270,10530,11270,3102090,CTG
441,2016-02-25,11390,11460,11150,11390,1745900,CTG
442,2016-02-26,11330,11390,11270,11330,391080,CTG
443,2016-02-29,11270,11270,11020,11020,927670,CTG
444,2016-03-01,11020,11150,10900,10900,795250,CTG
445,2016-03-02,10960,11150,10960,11080,600340,CTG
446,2016-03-03,11150,11210,11020,11150,908900,CTG
447,2016-03-04,11150,11210,11020,11020,988840,CTG
448,2016-03-07,11150,11150,10960,11020,738230,CTG
449,2016-03-08,10960,11080,10840,10960,1265670,CTG
450,2016-03-09,10960,11020,10770,10770,848880,CTG
451,2016-03-10,10840,10900,10770,10840,337750,CTG
452,2016-03-11,10900,10960,10770,10770,599880,CTG
453,2016-03-14,10840,10900,10710,10770,556200,CTG
454,2016-03-15,10770,10770,10590,10710,749470,CTG
455,2016-03-16,10710,10840,10650,10710,661310,CTG
456,2016-03-17,10770,10900,10710,10770,948590,CTG
457,2016-03-18,10770,10840,10710,10710,210600,CTG
458,2016-03-21,10770,10960,10710,10710,633320,CTG
459,2016-03-22,10650,10770,10590,10590,478150,CTG
460,2016-03-23,10590,10710,10590,10650,206120,CTG
461,2016-03-24,10710,10710,10470,10470,549240,CTG
462,2016-03-25,10470,10530,10280,10470,653890,CTG
463,2016-03-28,10590,10590,10400,10470,260810,CTG
464,2016-03-29,10470,10470,10280,10280,531710,CTG
465,2016-03-30,10340,10340,10220,10340,693910,CTG
466,2016-03-31,10340,10340,10090,10160,573010,CTG
467,2016-04-01,10160,10220,10030,10090,499970,CTG
468,2016-04-04,10090,10220,10030,10220,341700,CTG
469,2016-04-05,10160,10280,10090,10160,316480,CTG
470,2016-04-06,10160,10340,10090,10340,1125710,CTG
471,2016-04-07,10400,10400,10220,10340,1000690,CTG
472,2016-04-08,10400,10400,10280,10340,485640,CTG
473,2016-04-11,10400,10400,10160,10220,1579920,CTG
474,2016-04-12,10220,10280,9970,10030,1469180,CTG
475,2016-04-13,10030,10090,9910,10030,889370,CTG
476,2016-04-14,10090,10160,9970,9970,479910,CTG
477,2016-04-15,9970,10090,9970,10030,1575310,CTG
478,2016-04-19,10090,10090,9850,9910,593650,CTG
479,2016-04-20,9910,9970,9780,9910,809560,CTG
480,2016-04-21,9970,9970,9850,9910,436360,CTG
481,2016-04-22,9910,10590,9850,10400,2636290,CTG
482,2016-04-25,10530,10770,10530,10590,2999940,CTG
483,2016-04-26,10650,10650,10400,10470,644470,CTG
484,2016-04-27,10530,10530,10220,10220,1759290,CTG
485,2016-04-28,10160,10220,9970,10030,1137280,CTG
486,2016-04-29,9970,10470,9970,10280,1345320,CTG
487,2016-05-04,10280,10340,10090,10160,775300,CTG
488,2016-05-05,10280,10470,10160,10340,1517550,CTG
489,2016-05-06,10340,10770,10340,10710,3576280,CTG
